ID,Titulo,Detalles,URL,Niveles,Nivel,Categorias
987,Learn common English expressions…that come from shoes?!,expressions,https://www.engvid.com/learn-english-expressions-shoes/,Intermediate,Intermediate,expressions
988,Find a NEW JOB in North America: Cover Letter & Resume Advice,business english culture & tips,https://www.engvid.com/north-america-jobs-cover-letter-resume-advice/,"Intermediate, Advanced",Advanced,"business english, culture & tips"
989,Resume Sample & Tips,English resource business english writing,https://www.engvid.com/english-resource/resume-sample-tips/,,Unspecified,"business english, english resource, writing"
990,Toxic Language & Violent Communication,culture & tips,https://www.engvid.com/toxic-language-violent-communication/,Advanced,Advanced,culture & tips
991,Parallelism: The secret to great writing,writing,https://www.engvid.com/parallelism-great-writing/,Advanced,Advanced,writing
992,English Grammar: Compound Subjects & Verb Agreement,grammar writing,https://www.engvid.com/english-grammar-compound-subjects-verb-agreement/,Advanced,Advanced,"grammar, writing"
993,REAL ENGLISH: Vocabulary and expressions to get a haircut,expressions vocabulary,https://www.engvid.com/real-english-haircut-vocabulary-expressions/,Beginner,Beginner,"expressions, vocabulary"
994,English Vocabulary – WISH & HOPE,grammar vocabulary,https://www.engvid.com/english-vocabulary-wish-hope/,Intermediate,Intermediate,"grammar, vocabulary"
995,Improve your Vocabulary: 10 common word combinations in English,vocabulary,https://www.engvid.com/10-common-word-combinations/,Intermediate,Intermediate,vocabulary
996,Learn to write poetry: THE HAIKU,culture & tips writing,https://www.engvid.com/learn-to-write-poetry-haiku/,"Intermediate, Advanced",Advanced,"culture & tips, writing"
997,The 2 essential skills you need for great conversations,culture & tips speaking,https://www.engvid.com/2-essential-skills-for-great-conversations/,"Intermediate, Advanced",Advanced,"culture & tips, speaking"
998,Learn English Vocabulary: FAKE NEWS,culture & tips expressions vocabulary,https://www.engvid.com/learn-english-vocabulary-fake-news/,"Beginner, Intermediate, Advanced",Advanced,"culture & tips, expressions, vocabulary"
999,Pronunciation: Learn how to say the top 10 British cities correctly,culture & tips pronunciation,https://www.engvid.com/pronunciation-top-10-british-cities/,Intermediate,Intermediate,"culture & tips, pronunciation"
1000,When to use CAPITAL LETTERS in English,writing,https://www.engvid.com/capital-letters-in-english/,"Intermediate, Advanced",Advanced,writing
1001,"8 Phrasal Verbs with BREAK: break in, break up, break through…",expressions vocabulary,https://www.engvid.com/8-break-phrasal-verbs/,Intermediate,Intermediate,"expressions, vocabulary"
1002,"IMPROVE YOUR VOCABULARY: length, long, short, wide, broad, high, height…",vocabulary,https://www.engvid.com/improve-your-vocabulary-length-width-height/,Beginner,Beginner,vocabulary
1003,Learn English Grammar: Superlative Adjectives,grammar,https://www.engvid.com/english-grammar-superlative-adjectives/,Beginner,Beginner,grammar
1004,English Grammar & Vocabulary: Permanent Plurals,grammar vocabulary,https://www.engvid.com/english-grammar-vocabulary-permanent-plurals/,Intermediate,Intermediate,"grammar, vocabulary"
1005,English Grammar: How to use the auxiliary verb ‘COULD’,grammar,https://www.engvid.com/auxiliary-verb-could/,Intermediate,Intermediate,grammar
1006,Improve your Vocabulary: Stop saying VERY!,vocabulary,https://www.engvid.com/improve-your-vocabulary-stop-saying-very/,Beginner,Beginner,vocabulary
1007,Learn English Expressions: JUST IN CASE,expressions grammar vocabulary,https://www.engvid.com/learn-english-expressions-just-in-case/,Intermediate,Intermediate,"expressions, grammar, vocabulary"
1008,10 ways to use ‘FROM’ in English,vocabulary,https://www.engvid.com/10-ways-to-use-from-in-english/,"Beginner, Intermediate",Intermediate,vocabulary
1009,"Pronunciation: How native speakers say TO, FOR, FROM in English",pronunciation,https://www.engvid.com/pronunciation-to-for-from/,"Intermediate, Advanced",Advanced,pronunciation
1010,My 6 TOP tips for taking tests and exams,culture & tips TOEFL TOEIC,https://www.engvid.com/my-6-top-tips-for-tests-exams/,"Intermediate, Advanced",Advanced,culture & tips
1011,English Tips for Japanese Speakers,culture & tips,https://www.engvid.com/english-tips-for-japanese-speakers/,"Beginner, Intermediate, Advanced",Advanced,culture & tips
1012,Vocabulary & Tips to SAVE MONEY,culture & tips vocabulary,https://www.engvid.com/vocabulary-tips-save-money/,Intermediate,Intermediate,"culture & tips, vocabulary"
1013,30 English Phrasal Verb Commands,speaking vocabulary,https://www.engvid.com/30-english-phrasal-verb-commands/,Beginner,Beginner,"speaking, vocabulary"
1014,Learn English Pronunciation: TH & THR,pronunciation,https://www.engvid.com/learn-english-pronunciation-th-thr/,Beginner,Beginner,pronunciation
1015,Practice English PHRASAL VERBS with this game,culture & tips expressions grammar,https://www.engvid.com/practice-english-phrasal-verbs-with-this-game/,"Intermediate, Advanced",Advanced,"culture & tips, expressions, grammar"
1016,My TOP 5 Writing Tips (for all levels),business english writing,https://www.engvid.com/my-top-5-writing-tips-for-all-levels/,"Beginner, Intermediate, Advanced",Advanced,"business english, writing"
1017,"Improve your Vocabulary: Learn 16 new social, political, and internet words",culture & tips vocabulary,https://www.engvid.com/16-new-social-political-internet-words/,"Intermediate, Advanced",Advanced,"culture & tips, vocabulary"
1018,How to make your English learning plan and achieve your goals,culture & tips,https://www.engvid.com/how-to-make-your-english-learning-plan/,"Beginner, Intermediate, Advanced",Advanced,culture & tips
1019,"WRITING – Advanced English Transitions: thereby, thereof, hereby, therein, wherein, whereby…",vocabulary writing,https://www.engvid.com/writing-advanced-english-transitions/,"Intermediate, Advanced",Advanced,"vocabulary, writing"
1020,15 PHRASAL VERBS about sickness in English,expressions vocabulary,https://www.engvid.com/phrasal-verbs-sickness/,Beginner,Beginner,"expressions, vocabulary"
1021,SLANG words using ‘bug’ in English,slang,https://www.engvid.com/english-slang-bug/,Beginner,Beginner,slang
1022,English Modals: 4 ways to use “SHOULD”,grammar,https://www.engvid.com/english-modals-4-ways-to-use-should/,Intermediate,Intermediate,grammar
1023,Life in London: Visiting an art gallery,culture & tips,https://www.engvid.com/life-in-london-visiting-an-art-gallery/,Advanced,Advanced,culture & tips
1024,"English Vocabulary for difficult situations: confess, regret, condolences…",vocabulary,https://www.engvid.com/english-vocabulary-apologies-condolences/,"Intermediate, Advanced",Advanced,vocabulary
1025,"Why you should make mistakes, and how to learn from them",culture & tips,https://www.engvid.com/why-you-should-make-mistakes/,"Beginner, Intermediate, Advanced",Advanced,culture & tips
1026,35 English phrases for making friends & asking someone out on a date,culture & tips speaking,https://www.engvid.com/35-english-phrases-friends-dating/,"Intermediate, Advanced",Advanced,"culture & tips, speaking"
1027,Speak like a Manager: Verbs 1,business english vocabulary,https://www.engvid.com/speak-like-a-manager-verbs-1/,"Intermediate, Advanced",Advanced,"business english, vocabulary"
1028,Speak like a Manager: 100+ Business English Collocations,English resource business english vocabulary,https://www.engvid.com/english-resource/speak-like-a-manager-100-business-english-collocations/,Advanced,Advanced,"business english, english resource, vocabulary"
1029,Learn all about EASTER,culture & tips,https://www.engvid.com/learn-all-about-easter/,Intermediate,Intermediate,culture & tips
1030,Real English: Talking about BEER,culture & tips slang vocabulary,https://www.engvid.com/real-english-talking-about-beer/,Intermediate,Intermediate,"culture & tips, slang, vocabulary"
1031,Writing & Punctuation: How to use COLONS & SEMICOLONS,writing,https://www.engvid.com/writing-punctuation-how-to-use-colons-semicolons/,"Beginner, Intermediate, Advanced",Advanced,writing
1032,Fixed Modal Expressions: Easy English sentences to memorize and use!,vocabulary,https://www.engvid.com/fixed-modal-expressions/,Intermediate,Intermediate,vocabulary
1033,REMEMBER ANYTHING with the Memory Palace Method,comprehension culture & tips,https://www.engvid.com/remember-anything-with-the-memory-palace-method/,"Beginner, Intermediate, Advanced",Advanced,"comprehension, culture & tips"
1034,"Learn IRISH slang, vocabulary, and expressions",culture & tips pronunciation slang,https://www.engvid.com/learn-irish-slang-vocabulary-expressions/,Advanced,Advanced,"culture & tips, pronunciation, slang"
1035,How to pronounce “OF” like a native English speaker,pronunciation,https://www.engvid.com/how-to-pronounce-of-like-a-native-english-speaker/,"Beginner, Intermediate",Intermediate,pronunciation
1036,Basic English Grammar: How to Use WAS and WERE,grammar,https://www.engvid.com/basic-english-grammar-was-were/,Beginner,Beginner,grammar
1037,"23 Phrasal Verbs with COME: come across, come around, come up with…",expressions vocabulary,https://www.engvid.com/23-come-phrasal-verbs/,Intermediate,Intermediate,"expressions, vocabulary"
1038,"Improve your Vocabulary: 50 adjectives to describe what you see, hear, feel, smell, and taste",vocabulary,https://www.engvid.com/improve-your-vocabulary-50-sense-adjectives/,"Beginner, Intermediate, Advanced",Advanced,vocabulary
1039,"English Grammar: AUXILIARY VERBS – be, do, have",grammar,https://www.engvid.com/auxiliary-verbs-be-do-have/,Intermediate,Intermediate,grammar
1040,Learn 20 passive “GET” Expressions in English!,expressions,https://www.engvid.com/learn-20-passive-get-expressions-in-english/,"Beginner, Intermediate",Intermediate,expressions
1041,Learn English: The 2 ways to pronounce “THE”,pronunciation,https://www.engvid.com/2-ways-to-pronounce-the/,Beginner,Beginner,pronunciation
1042,Learn English Vocabulary: 12 ways to use body parts as verbs,expressions vocabulary,https://www.engvid.com/12-ways-to-use-body-parts-as-verbs/,Beginner,Beginner,"expressions, vocabulary"
1043,How to succeed in your JOB INTERVIEW: Behavioral Questions,business english culture & tips,https://www.engvid.com/job-interview-behavioral-questions/,Advanced,Advanced,"business english, culture & tips"
1044,10 ways to use ALRIGHT & ALL RIGHT in English,speaking vocabulary,https://www.engvid.com/10-ways-to-use-alright-all-right/,"Beginner, Intermediate",Intermediate,"speaking, vocabulary"
1045,"50+ Expressions using AT, ON, and IN (Prepositions of Time)",English resource grammar,https://www.engvid.com/english-resource/50-expressions-using-at-on-and-in-prepositions-of-time/,Beginner,Beginner,"english resource, grammar"
1046,"Master AT, ON, IN with the TRIANGLE method",grammar,https://www.engvid.com/at-on-in-triangle-method/,Beginner,Beginner,grammar
1047,Professional English Vocabulary: Meetings,business english vocabulary,https://www.engvid.com/professional-english-vocabulary-meetings/,"Intermediate, Advanced",Advanced,"business english, vocabulary"
1048,"Acting secrets for a strong, dynamic voice",culture & tips speaking,https://www.engvid.com/acting-secrets-for-a-strong-dynamic-voice/,"Beginner, Intermediate, Advanced",Advanced,"culture & tips, speaking"
1049,"Learn this English slang for 2018: go-to, hit it, rock up",slang,https://www.engvid.com/english-slang-2018-go-to-hit-it-rock-up/,Intermediate,Intermediate,slang
1050,"Learn English Vocabulary: The people we LOVE ❤ – spouse, girlfriend, partner, husband…",culture & tips vocabulary,https://www.engvid.com/english-vocabulary-people-we-love/,Beginner,Beginner,"culture & tips, vocabulary"
1051,English Prepositions: BELOW & UNDER,grammar,https://www.engvid.com/english-prepositions-below-under/,Intermediate,Intermediate,grammar
1052,"11 uses of the verb ‘GET’ in English: get going, get together, getting on…",expressions vocabulary,https://www.engvid.com/11-uses-of-get-english/,Advanced,Advanced,"expressions, vocabulary"
1053,Learn Vocabulary: Sports of the Winter Olympics,vocabulary,https://www.engvid.com/vocabulary-sports-winter-olympics/,Beginner,Beginner,vocabulary
1054,Learn 48 adjectives in English to describe people with Chinese astrology,vocabulary,https://www.engvid.com/48-adjectives-chinese-astrology/,Intermediate,Intermediate,vocabulary
1055,The 10 WORST English mistakes you’re making!,grammar vocabulary writing,https://www.engvid.com/10-worst-english-mistakes/,"Intermediate, Advanced",Advanced,"grammar, vocabulary, writing"
1056,Understand more and improve your English pronunciation with the GRAB & BREAK METHOD,comprehension pronunciation,https://www.engvid.com/grab-and-break-method/,"Intermediate, Advanced",Advanced,"comprehension, pronunciation"
1057,Have SAFE SEX with Ronnie!,culture & tips,https://www.engvid.com/safe-sex/,"Intermediate, Advanced",Advanced,culture & tips
1058,"My BEST ENGLISH TIPS For Indians, Pakistanis, and other South Asians",culture & tips grammar pronunciation,https://www.engvid.com/english-tips-for-south-asians/,"Intermediate, Advanced",Advanced,"culture & tips, grammar, pronunciation"
1059,English Grammar: “BEEN TO” or “GONE TO”?,grammar,https://www.engvid.com/been-to-gone-to/,Advanced,Advanced,grammar
1060,How did the months get their names?,culture & tips vocabulary,https://www.engvid.com/how-did-the-months-get-their-names/,Advanced,Advanced,"culture & tips, vocabulary"
1061,How to understand native English speakers: “Whaddya…?” & Relaxed Speech,comprehension pronunciation,https://www.engvid.com/understand-native-english-speakers-relaxed-speech/,Intermediate,Intermediate,"comprehension, pronunciation"
1062,The Present Perfect Progressive Challenge!,grammar,https://www.engvid.com/present-perfect-progressive-challenge/,"Intermediate, Advanced",Advanced,grammar
1063,Accent training exercises: Learn vowel sounds with the IPA (International Phonetic Alphabet),pronunciation,https://www.engvid.com/accent-training-exercises-vowels-ipa/,Advanced,Advanced,pronunciation
1064,"How to read and write the date, and how NOT to!",business english culture & tips writing,https://www.engvid.com/how-to-read-and-write-the-date/,"Intermediate, Advanced",Advanced,"business english, culture & tips, writing"
1065,IELTS Writing: The 3 Essay Types,IELTS,https://www.engvid.com/ielts-writing-3-essay-types/,Advanced,Advanced,ielts
1066,Mouth exercises for CLEAR SPEECH,pronunciation,https://www.engvid.com/mouth-exercises-for-clear-speech/,Advanced,Advanced,pronunciation
1067,IELTS Reading: Read faster & remember more,IELTS,https://www.engvid.com/ielts-reading-read-faster-remember-more/,Intermediate,Intermediate,ielts
1068,Vocabulary: English word pairs about TIME,expressions vocabulary,https://www.engvid.com/vocabulary-english-word-pairs-time/,Intermediate,Intermediate,"expressions, vocabulary"
1069,"Learn English with Superstitions: vocabulary, culture, and the first conditional",culture & tips grammar vocabulary,https://www.engvid.com/learn-english-superstitions-first-conditional/,Intermediate,Intermediate,"culture & tips, grammar, vocabulary"
1070,The 12 Days of Christmas – Sing and Learn English!,culture & tips,https://www.engvid.com/the-12-days-of-christmas-sing-and-learn-english/,Intermediate,Intermediate,culture & tips
1071,How to find the online English tutor for YOU,culture & tips,https://www.engvid.com/how-to-find-the-online-english-tutor-for-you/,"Beginner, Intermediate",Intermediate,culture & tips
1072,8 English Idioms to learn BY heart!,expressions,https://www.engvid.com/8-english-idioms-by/,"Intermediate, Advanced",Advanced,expressions
1073,"How to call someone STUPID, SMART, or CRAZY in English",expressions slang,https://www.engvid.com/how-to-call-someone-stupid-smart-or-crazy-in-english/,Intermediate,Intermediate,"expressions, slang"
1074,Weird foods of the United Kingdom ?,culture & tips vocabulary,https://www.engvid.com/weird-foods-of-the-uk/,"Beginner, Intermediate, Advanced",Advanced,"culture & tips, vocabulary"
1075,English Tips for Portuguese Speakers,vocabulary,https://www.engvid.com/english-tips-for-portuguese-speakers/,"Beginner, Intermediate",Intermediate,vocabulary
1076,Advanced English Homophones – different words that sound the same!,pronunciation vocabulary,https://www.engvid.com/advanced-english-homophones/,Advanced,Advanced,"pronunciation, vocabulary"
1077,What’s it like to move to the UK?,culture & tips,https://www.engvid.com/interview-moving-to-the-uk/,"Beginner, Intermediate, Advanced",Advanced,culture & tips
1078,English color expressions to talk about situations & emotions,expressions vocabulary,https://www.engvid.com/english-color-expressions-situations-emotions/,Intermediate,Intermediate,"expressions, vocabulary"
1079,11 MIND expressions in English,expressions,https://www.engvid.com/11-mind-expressions/,Intermediate,Intermediate,expressions
1080,"Vocabulary Hack: 2 suffixes, 200+ words!",vocabulary,https://www.engvid.com/vocabulary-hack-2-suffixes-200-words/,"Intermediate, Advanced",Advanced,vocabulary
1081,Improve your Vocabulary: Learn hundreds of words with the suffixes -ize & -ization,English resource vocabulary,https://www.engvid.com/english-resource/improve-vocabulary-learn-suffixes-ize-ization/,"Intermediate, Advanced",Advanced,"english resource, vocabulary"
1082,ENGLISH SLANG – 15 trendy fashion words,culture & tips slang vocabulary,https://www.engvid.com/english-slang-15-trendy-fashion-words/,Intermediate,Intermediate,"culture & tips, slang, vocabulary"
1083,"Learn 8 KICK Phrasal Verbs in English: “kick back”, “kick out”, “kick up”…",expressions vocabulary,https://www.engvid.com/kick-phrasal-verbs/,Intermediate,Intermediate,"expressions, vocabulary"
1084,Learn English Vocabulary: The Dark Side of Politics,culture & tips vocabulary,https://www.engvid.com/learn-english-vocabulary-the-dark-side-of-politics/,"Intermediate, Advanced",Advanced,"culture & tips, vocabulary"
1085,4 types of HOW questions in English,grammar,https://www.engvid.com/4-types-of-how-questions-in-english/,Beginner,Beginner,grammar
1086,Easy English Lesson: Should you use “A” or “AN”?,grammar writing,https://www.engvid.com/easy-english-lesson-should-you-use-a-or-an/,Beginner,Beginner,"grammar, writing"
1087,"TO, ON, ABOUT: Prepositions of behavior in English",grammar vocabulary,https://www.engvid.com/to-on-about-prepositions-of-behavior/,Intermediate,Intermediate,"grammar, vocabulary"
1088,“How come?”,expressions speaking vocabulary,https://www.engvid.com/how-come/,"Beginner, Intermediate, Advanced",Advanced,"expressions, speaking, vocabulary"
1089,Learn all about Guy Fawkes & BONFIRE NIGHT,culture & tips,https://www.engvid.com/guy-fawkes-bonfire-night/,Intermediate,Intermediate,culture & tips
1090,No more mistakes with MODALS! 3 Easy Rules,grammar,https://www.engvid.com/modals-3-easy-rules/,Intermediate,Intermediate,grammar
1091,"Improve your Writing: Show, Not Tell",writing,https://www.engvid.com/english-writing-show-tell/,Intermediate,Intermediate,writing
1092,10 English words that are hard to say correctly,pronunciation vocabulary,https://www.engvid.com/10-english-words-that-are-hard-to-say-correctly/,Intermediate,Intermediate,"pronunciation, vocabulary"
1093,Real English: Taking care of your pet DOG!,culture & tips vocabulary,https://www.engvid.com/real-english-pet-dog/,Intermediate,Intermediate,"culture & tips, vocabulary"
1094,Reduced Pronunciation: Modals,pronunciation,https://www.engvid.com/reduced-pronunciation-modals/,Intermediate,Intermediate,pronunciation
1095,TEST YOUR ENGLISH! Irregular Past Participles,grammar,https://www.engvid.com/irregular-past-participles/,"Intermediate, Advanced",Advanced,grammar
1096,How to understand native English speakers…and speak like them!,comprehension pronunciation,https://www.engvid.com/understand-native-speakers-relaxed-pronunciation/,Intermediate,Intermediate,"comprehension, pronunciation"
1097,Learn 14 GO Expressions in English,expressions,https://www.engvid.com/learn-14-go-expressions-in-english/,Intermediate,Intermediate,expressions
1098,"The RP English Accent – What is it, how does it sound, and who uses it?",culture & tips pronunciation,https://www.engvid.com/the-rp-english-accent/,Advanced,Advanced,"culture & tips, pronunciation"
1099,“WHAT” or “WHICH”? Learn how to choose!,grammar,https://www.engvid.com/what-or-which/,"Beginner, Intermediate",Intermediate,grammar
1100,10 English Idioms from Technology,expressions,https://www.engvid.com/10-english-idioms-technology/,Intermediate,Intermediate,expressions
1101,Speed up your English ×5,pronunciation speaking,https://www.engvid.com/speed-up-your-english/,Advanced,Advanced,"pronunciation, speaking"
1102,Intermediate English Homophones – different words that sound the same!,pronunciation vocabulary,https://www.engvid.com/intermediate-english-homophones/,Intermediate,Intermediate,"pronunciation, vocabulary"
1103,The British Royal Family: Everything you need to know,culture & tips vocabulary,https://www.engvid.com/british-royal-family/,Advanced,Advanced,"culture & tips, vocabulary"
1104,"English Grammar: Correlative Conjunctions (NEITHER & NOR, EITHER & OR, BOTH & AND…)",grammar,https://www.engvid.com/english-grammar-correlative-conjunctions/,"Intermediate, Advanced",Advanced,grammar
1105,Say what you mean! Simple English words that learners often say incorrectly,pronunciation,https://www.engvid.com/simple-english-words-learners-say-incorrectly/,Beginner,Beginner,pronunciation
1106,Professional English: Vocabulary for managers and supervisors (and parents!),business english expressions vocabulary,https://www.engvid.com/professional-english-vocabulary-managers/,Intermediate,Intermediate,"business english, expressions, vocabulary"
1107,Advance your English with 7 INTENSIFIERS,expressions IELTS writing,https://www.engvid.com/advance-your-english-7-intensifiers/,"Intermediate, Advanced",Advanced,"expressions, ielts, writing"
1108,MATH & GEOMETRY Vocabulary and Terminology in English,grammar vocabulary,https://www.engvid.com/math-geometry-vocabulary-english/,"Beginner, Intermediate, Advanced",Advanced,"grammar, vocabulary"
1109,Drinking tea in England,culture & tips,https://www.engvid.com/drinking-tea-in-england/,Beginner,Beginner,culture & tips
1110,5 types of jokes in English!,culture & tips speaking,https://www.engvid.com/5-types-of-jokes-in-english/,"Intermediate, Advanced",Advanced,"culture & tips, speaking"
1111,English Grammar: Negative contractions of the verb “TO BE”,grammar,https://www.engvid.com/english-grammar-to-be-negative-contractions/,Beginner,Beginner,grammar
1112,Instantly improve your English with 3 easy words!,grammar,https://www.engvid.com/instantly-improve-your-english-with-3-easy-words/,"Beginner, Intermediate",Intermediate,grammar
1113,How SENTENCE STRESS changes meaning in English,comprehension pronunciation speaking,https://www.engvid.com/sentence-stress-english/,"Intermediate, Advanced",Advanced,"comprehension, pronunciation, speaking"
1114,"Simple but useful words in English: STILL, YET, ALWAYS, ALREADY…",grammar vocabulary,https://www.engvid.com/still-yet-always-already/,Intermediate,Intermediate,"grammar, vocabulary"
1115,Practice Speaking English: How to give short answers about yourself,grammar speaking,https://www.engvid.com/practice-speaking-english-short-answers/,Beginner,Beginner,"grammar, speaking"
1116,English for staying at a HOTEL,culture & tips expressions vocabulary,https://www.engvid.com/english-for-staying-at-a-hotel/,"Intermediate, Advanced",Advanced,"culture & tips, expressions, vocabulary"
1117,Passive-Aggressive Language,culture & tips speaking,https://www.engvid.com/passive-aggressive-language/,Advanced,Advanced,"culture & tips, speaking"
1118,21 Common Present Perfect Questions in English,expressions grammar,https://www.engvid.com/21-common-present-perfect-questions-in-english/,"Beginner, Intermediate",Intermediate,"expressions, grammar"
1119,Learn to speak like Jon Snow & Ygritte from GAME OF THRONES!,culture & tips pronunciation,https://www.engvid.com/learn-the-game-of-thrones-accent/,Advanced,Advanced,"culture & tips, pronunciation"
1120,10 “TIP” Expressions in English,expressions,https://www.engvid.com/10-tip-expressions-in-english/,Beginner,Beginner,expressions
1121,Stop procrastinating and start learning!,culture & tips,https://www.engvid.com/stop-procrastinating-start-learning/,"Intermediate, Advanced",Advanced,culture & tips
1122,Improve Your Vocabulary: 8 Ways to Ask ‘CAN I…?’,expressions speaking vocabulary,https://www.engvid.com/improve-your-vocabulary-8-ways-to-ask-can-i/,"Intermediate, Advanced",Advanced,"expressions, speaking, vocabulary"
1123,Easy English Expressions with “OUT OF”,expressions,https://www.engvid.com/english-expressions-out-of/,"Intermediate, Advanced",Advanced,expressions
1124,Bored or Boring? Learn about -ED and -ING adjectives in English,grammar,https://www.engvid.com/ed-ing-adjectives-in-english/,"Beginner, Intermediate",Intermediate,grammar
1125,When to use “A” or “AN” in a sentence… and when NOT to! (Indefinite Articles),grammar,https://www.engvid.com/when-to-use-indefinite-articles/,Beginner,Beginner,grammar
1126,Phrasal Verbs of SEX,culture & tips slang,https://www.engvid.com/phrasal-verbs-sex/,"Intermediate, Advanced",Advanced,"culture & tips, slang"
1127,Phrasal Verb Opposites in English,expressions vocabulary,https://www.engvid.com/phrasal-verb-opposites-in-english/,Intermediate,Intermediate,"expressions, vocabulary"
1128,"Basic English Grammar: Parts of Speech – noun, verb, adjective, pronoun, adverb…",grammar,https://www.engvid.com/basic-english-grammar-parts-of-speech/,"Beginner, Intermediate",Intermediate,grammar
1129,English Vocabulary for visiting the DOCTOR,expressions vocabulary,https://www.engvid.com/english-vocabulary-visiting-the-doctor/,Intermediate,Intermediate,"expressions, vocabulary"
1130,Have better conversations using the FORD method,culture & tips speaking,https://www.engvid.com/ford-method-small-talk/,Intermediate,Intermediate,"culture & tips, speaking"
1131,Vocabulary for IELTS & TOEFL Essay Success,IELTS TOEFL,https://www.engvid.com/vocabulary-for-ielts-toefl-essay-success/,Intermediate,Intermediate,ielts
1132,How to say the word ‘OF’ like a native English speaker,pronunciation,https://www.engvid.com/how-to-say-the-word-of-like-a-native-english-speaker/,Intermediate,Intermediate,pronunciation
1133,"Do you know the difference? LAST, LATEST, AT LEAST, LATTER, LATER, LATELY…",expressions vocabulary,https://www.engvid.com/last-latest-least-and-more/,Intermediate,Intermediate,"expressions, vocabulary"
1134,False Friends: English mistakes that Spanish speakers make,vocabulary,https://www.engvid.com/false-friends-english-spanish/,Beginner,Beginner,vocabulary
1135,English Homophones for Beginners – different words that sound the same!,pronunciation vocabulary,https://www.engvid.com/english-homophones-1-beginners/,Beginner,Beginner,"pronunciation, vocabulary"
1136,Learn English: Expressions that use body parts!,expressions,https://www.engvid.com/expressions-body-parts/,Beginner,Beginner,expressions
1137,Formal & Informal Vocabulary: Using French words in English,culture & tips vocabulary,https://www.engvid.com/formal-informal-vocabulary-french-anglo-saxon/,Advanced,Advanced,"culture & tips, vocabulary"
1138,15 ways to improve your English pronunciation,pronunciation speaking,https://www.engvid.com/15-ways-to-improve-your-english-pronunciation/,Intermediate,Intermediate,"pronunciation, speaking"
1139,"Learn English Tenses: Past Simple, Past Continuous, Past Perfect, or Present Perfect?",grammar,https://www.engvid.com/learn-engish-tenses-past-tenses/,Intermediate,Intermediate,grammar
1140,Improve your Vocabulary: Foreign Words in English,culture & tips vocabulary,https://www.engvid.com/foreign-words-in-english/,Intermediate,Intermediate,"culture & tips, vocabulary"
1141,12 English expressions using ‘THINK’,expressions,https://www.engvid.com/12-think-expressions/,Intermediate,Intermediate,expressions
1142,Learn English: What we call the people we love ❤❤❤,culture & tips expressions vocabulary,https://www.engvid.com/what-we-call-the-people-we-love/,Beginner,Beginner,"culture & tips, expressions, vocabulary"
1143,English Grammar: Using ‘THE’ before ‘NEXT’ & ‘LAST’,grammar,https://www.engvid.com/english-grammar-the-before-next-last/,Intermediate,Intermediate,grammar
1144,Sound like a native speaker: Delete the ‘H’!,pronunciation,https://www.engvid.com/sound-like-a-native-speaker-silent-h/,Intermediate,Intermediate,pronunciation
1145,Learn 15 English Phrasal Verbs about CRIME!,expressions vocabulary,https://www.engvid.com/phrasal-verbs-crime/,Intermediate,Intermediate,"expressions, vocabulary"
1146,Power Verbs in English,English resource business english vocabulary writing,https://www.engvid.com/english-resource/power-verbs-in-english/,Advanced,Advanced,"business english, english resource, vocabulary, writing"
1147,Get a better job: Power Verbs for Resume Writing,culture & tips vocabulary writing,https://www.engvid.com/power-verbs-resume-writing/,Intermediate,Intermediate,"culture & tips, vocabulary, writing"
1148,Are you using “enough” correctly?,grammar,https://www.engvid.com/are-you-using-enough-correctly/,Intermediate,Intermediate,grammar
1149,Advanced English Grammar: Participles,grammar writing,https://www.engvid.com/advanced-english-grammar-participles/,Advanced,Advanced,"grammar, writing"
1150,English Culture: Manners & how to be polite,culture & tips,https://www.engvid.com/english-culture-manners/,Beginner,Beginner,culture & tips
1151,What to say when you make a mistake!,expressions slang,https://www.engvid.com/what-to-say-when-you-make-a-mistake/,"Beginner, Intermediate",Intermediate,"expressions, slang"
1152,American English Pronunciation Practice: Short and Long “A” Sounds,pronunciation,https://www.engvid.com/american-english-pronunciation-short-long-a/,"Beginner, Intermediate",Intermediate,pronunciation
1153,Learn all about the British political system & elections,culture & tips,https://www.engvid.com/uk-politics-elections/,Intermediate,Intermediate,culture & tips
1154,10 ways to say ‘NO’ in English (politely!),culture & tips expressions speaking,https://www.engvid.com/10-ways-to-say-no-in-english-politely/,Advanced,Advanced,"culture & tips, expressions, speaking"
1155,"English Phrasal Verbs for LOVE, SEX, and DATING!",culture & tips expressions slang,https://www.engvid.com/english-phrasal-verbs-love-sex-dating/,"Intermediate, Advanced",Advanced,"culture & tips, expressions, slang"
1156,Vocabulary Hack: Sound smarter and avoid mistakes using Compound Adjectives!,grammar vocabulary,https://www.engvid.com/vocabulary-hack-compound-adjectives/,"Intermediate, Advanced",Advanced,"grammar, vocabulary"
1157,"10 “STEP” Phrasal Verbs in English: step up, step down, step in…",expressions vocabulary,https://www.engvid.com/10-step-phrasal-verbs-in-english/,Intermediate,Intermediate,"expressions, vocabulary"
1158,Real English: Speaking on the phone,expressions speaking vocabulary,https://www.engvid.com/real-english-speaking-on-the-phone/,Intermediate,Intermediate,"expressions, speaking, vocabulary"
1159,Improve your English vocabulary with astrology! Personalities and Professions,culture & tips vocabulary,https://www.engvid.com/english-vocabulary-astrology-personalities-professions/,"Intermediate, Advanced",Advanced,"culture & tips, vocabulary"
